date,income_studentfinance,income_other,income_options,income_work,groceries,alchohol,rent,tax,travel,books_education,books_other,entertainment,eatingout,clothing,nightout,pub,utilities,investing,getrichquick,lpig,sport,other,end,total,outby
18/07/2022,0,0,0,0,-111.33,-6.25,0,0,-384.2,0,0,0,0,-54.95,0,-25.8,-34.23,0,0,0,0,-8,-522.4,263.840000000001,-13.18
25/07/2022,0,0,0,2414.09,-62.45,-12.3,0,0,0,0,-4.99,0,-9.4,0,0,-34.5,0,0,-165.31,0,0,-183.49,-307.13,2205.49,0
01/08/2022,0,100,0,0,-54.18,-1.8,-592.5,-100,-95.75,0,0,-15.75,-25.8,0,0,-17,0,0,-415,0,0,0,-210.28,987.710000000002,0
08/08/2022,0,0,0,0,-18.49,-12,0,0,-25,0,0,0,-34.25,0,0,-40.1,0,0,0,0,0,0,-129.84,857.870000000002,0
15/08/2022,0,0,0,0,-72.25,0,0,0,-55.29,0,-9.99,0,-40.75,0,0,-12.2,-44.23,0,0,0,0,-11.98,-202.46,611.180000000002,0
22/08/2022,0,0,0,0,-33.77,-10.58,0,0,-11.64,0,0,0,0,0,0,-26.8,0,0,0,0,0,-132.98,-215.77,395.410000000002,0
29/08/2022,0,100,0,2357.05,-92.38,-12.27,-370,-80,0,0,0,0,-9.05,0,0,-15,0,-500,-400,0,0,-55.5,-346.05,1156.41,161.85
05/09/2022,0,0,0,0,-18.56,-11.05,0,0,-16.6,0,0,-164.6,-25.29,-8,0,0,-34.23,0,0,0,0,-381.05,-617.15,497.030000000002,0
12/09/2022,0,0,0,0,-69.83,-23.05,0,0,-183.91,0,0,0,-100,-54,0,-17.7,0,0,0,0,-39,-37.98,-432.47,-28.4399999999981,0
19/09/2022,0,375.33,0,0,-42.52,0,0,0,0,0,-13.97,0,-18.4,0,0,0,0,0,0,0,0,0,-74.89,272.000000000002,0
26/09/2022,0,100,0,2349.31,-29.84,-2,-875,-200,-160,-15.98,0,0,-12.55,0,0,0,0,-250,0,0,0,0,-261.84,1134.47,41.47
03/10/2022,0,200,0,0,-119.2,-8.65,-275,0,18.5,0,0,0,-59.45,0,0,-10.2,0,0,0,0,0,-110.5,-289.5,769.970000000002,0
10/10/2022,0,0,0,0,-54.08,-13.05,0,0,0,0,0,0,-62.45,0,0,0,0,0,0,0,0,-12.98,-142.56,627.410000000002,0
17/10/2022,0,0,0,0,-71.55,0,0,0,-52.82,0,-9.99,0,-41.75,-10,0,0,-42.23,0,0,0,-39,-19.99,-196.1,340.080000000002,0
24/10/2022,0,0,0,0,-58.55,-4,-600,0,-284.64,0,0,0,-3.55,0,0,0,0,0,0,0,0,-315.97,-714.33,-974.249999999998,47.62
31/10/2022,0,320,0,2295.2,-48.63,-4.5,0,0,0,0,0,0,-31.96,0,0,0,0,0,0,0,0,-13.5,-98.59,1542.36,0
07/11/2022,0,0,0,0,-10.35,0,0,0,-29.08,0,0,0,-50.27,0,0,0,0,0,0,0,0,-8.99,-98.69,1443.67,0
14/11/2022,0,0,0,0,-96.52,0,0,0,0,0,-9.99,-41.6,0,0,0,0,-34.23,0,0,0,-39,-19.99,-168.1,1202.34,0
21/11/2022,0,0,0,0,-49.85,-2.25,-600,0,0,0,0,0,-47.92,-34.99,0,0,0,0,0,0,0,-38,-138.02,429.330000000002,0
28/11/2022,0,100,0,2362.37,-47.18,-17,0,0,-37.78,0,0,0,-31.4,0,0,0,0,0,-167.89,0,0,-40.7,-174.06,2549.75,0
05/12/2022,0,0,0,0,-57.57,-21.05,0,-335.56,0,0,0,0,-37.7,0,0,-24.4,0,0,0,0,0,-8.99,-167.71,2046.48,18
12/12/2022,0,0,0,0,-70.7,0,0,0,0,0,-9.99,-17.99,0,0,0,-14,-34.23,0,0,0,0,-263.7,-386.17,1626.08,9.79
19/12/2022,0,0,0,0,-15.1,0,0,0,-142.95,0,0,-4.99,-63.3,0,0,0,0,0,0,0,-39,-127.44,-353.78,1233.3,0
26/12/2022,0,100,0,2802.16,-45.05,-9,-625,-600,-31.8,0,0,0,-1.5,0,0,0,0,0,0,0,0,-83.48,-170.83,2739.63,0
02/01/2023,0,0,0,0,-26.59,0,0,0,-63.3,0,0,0,-3.95,-20,0,0,0,0,0,0,0,-59.96,-153.8,2565.83,0
09/01/2023,0,0,0,0,-65.66,0,0,0,-4.5,-9.99,0,0,-61.1,0,0,0,-34.23,-750,0,0,-39,-106.89,-248.14,1494.46,0
16/01/2023,0,0,0,0,-50.64,0,0,-225.18,-14.7,0,0,0,-10.6,0,0,0,0,0,0,0,0,-34.47,-110.41,1158.87,0
23/01/2023,0,550,0,0,-42.39,-2.1,0,0,0,-50,0,-20,-7.6,0,0,0,-16.75,0,0,0,0,-19.86,-541.95,1150.17,400
30/01/2023,0,0,0,2591.73,-56.48,-4,-625,0,-37.93,0,0,0,-7,0,0,-11.9,0,-1000,-165.2,0,0,-10,-127.31,1824.39,0
06/02/2023,0,0,0,0,-40.44,0,0,0,0,0,-8,0,-18.49,0,0,-12.9,0,0,0,0,0,-19,-98.83,1725.56,0
13/02/2023,0,0,0,0,-56.16,-3.6,0,0,0,0,0,0,-49.5,-95.5,0,0,-34.23,0,0,0,-39,-19.99,-129.25,1427.58,0
20/02/2023,0,0,0,0,-47.9,0,0,0,-118.39,0,0,0,0,-40,0,-25.9,0,0,0,0,0,-53.46,-245.65,1141.93,0
27/02/2023,0,0,0,2645.83,-17.05,-5.7,-625,0,-1.8,0,-9.97,0,-36.04,0,0,0,0,-500,0,0,0,-64,-132.62,2530.14,-1.94
06/03/2023,0,0,0,0,-8.1,0,0,0,-116.03,0,0,0,0,0,0,0,0,0,0,0,0,-23.49,-147.62,2382.52,0
13/03/2023,0,59,0,0,-63.32,-9.4,0,0,-192.5,0,0,0,-17.65,0,0,0,-267.73,0,-170.14,0,-39,-100.77,-383.64,1581.01,0
20/03/2023,0,0,0,0,-52.22,-23,0,0,-8.5,0,0,0,-47.09,0,0,-16.4,0,0,0,0,0,-49.89,-197.1,1383.91,0
27/03/2023,0,0,0,2591.72,-52.68,0,-625,0,0,-10,0,-21.98,0,0,0,0,-40,0,0,0,0,-10.65,-95.31,3215.32,0
03/04/2023,0,0,0,0,-66.8,-26,0,0,-337,0,0,-6.49,0,-20,0,0,-8,0,-625,0,0,-34.49,-470.78,2091.54,0
10/04/2023,0,0,0,0,-15.45,-3.6,0,0,-35,0,0,0,-3.3,-12,0,0,-34.23,-500,-162.5,0,-39,-52.99,-110.34,1233.47,0
17/04/2023,0,0,0,0,-24.24,-11,0,0,0,0,0,0,-16.99,0,0,-11.2,0,0,0,0,0,0,-63.43,1170.04,0
24/04/2023,0,0,0,2737.53,-66.09,-25,0,0,-7,0,0,0,-12,0,0,-18.9,-25,-650,-500,0,0,0,-128.99,2603.58,0
01/05/2023,0,0,0,0,-29.37,0,-625,-102.71,-123.23,0,0,0,-35.25,0,0,-21.65,0,0,0,0,0,-39.49,-248.99,1626.88,0
08/05/2023,0,0,0,0,-39.85,-2.8,0,0,-42.65,-3.99,0,-10.83,-51.1,0,0,0,-45.38,0,0,0,-39,-28.98,-180.2,1362.3,0
15/05/2023,0,0,0,0,-83.69,0,0,0,-2,0,0,0,-7.3,-6.25,0,0,-19.18,0,-162.7,0,0,0,-92.99,1081.18,0
22/05/2023,0,0,0,0,-72.24,-4.9,0,0,-32.01,0,0,0,-37.3,0,0,0,-6.25,0,0,0,0,0,-132.42,942.510000000002,-14.03
29/05/2023,0,0,0,2678.82,-21.69,-2.45,-625,-104.5,-275,0,0,0,0,-21.99,0,0,-46.5,-750,0,0,0,-24.5,-323.64,1749.7,0
05/06/2023,0,0,0,0,-32,-49,0,0,-145,0,0,0,-42.8,0,0,-4.2,0,0,0,0,0,-82.66,-355.66,1394.04,0
12/06/2023,0,0,0,0,-60.32,-2.3,0,0,-1001.96,-8.24,0,0,0,0,0,0,0,0,0,0,-39,-14.48,-1087.3,267.740000000002,0
19/06/2023,0,0,0,0,-38.3,0,0,0,-134,0,0,0,-70.5,0,0,0,0,0,-158.71,0,0,-50,-292.8,-183.769999999998,0
26/06/2023,0,0,0,4877.52,-50.59,-4.6,-625,-104.5,-374.93,0,0,0,-36.9,0,0,0,-18.11,0,0,0,0,-10.15,-706.17,3239.97,229
03/07/2023,0,0,0,0,-45.52,-4.2,0,0,-263.5,-16.48,0,0,-9.05,-272.5,0,0,-32.75,-600,-500,0,0,-14.5,-353.25,1481.47,0
10/07/2023,0,0,0,0,-38.5,-10.1,0,0,-2,-5,0,0,-26.55,-91.15,0,0,-17.78,0,0,0,-39,-28.99,-111.14,1222.4,0
17/07/2023,0,0,0,0,-55.89,0,0,0,0,0,0,0,-23.85,0,-60,0,0,0,0,0,0,-30,-169.74,1052.66,0
24/07/2023,0,0,0,0,-61.78,0,0,0,-391.4,0,-5.99,0,-116.09,-100.96,0,0,-38.02,0,-400.33,0,0,0,-575.26,-61.9099999999978,0
31/07/2023,0,0,0,3045.52,-42,0,-625,-104.5,-12.47,0,-9.48,0,0,0,0,0,-4.1,0,0,0,0,-24.5,-88.45,2161.56,0
07/08/2023,0,0,0,0,-20.49,0,-2650,0,-51.8,0,0,0,-97.79,0,0,0,0,0,0,0,0,0,-170.08,-658.519999999998,0
14/08/2023,0,242.3,0,0,-67.05,0,0,0,-72.05,0,0,-31,-85.97,-20,0,-46.12,-62.88,0,0,0,0,-52.24,-503.38,-1002.48,148.95
21/08/2023,0,0,0,0,-42.2,0,0,0,-4,-11.99,0,0,-75.68,0,0,0,-20,0,0,0,0,-671.14,-805.01,-1827.49,0
28/08/2023,0,0,0,3028.14,-54.53,-30.05,-355,0,-138.25,0,0,0,-15.1,0,0,0,-26.34,-750,0,0,0,-79.5,-317.43,-248.119999999998,0
04/09/2023,0,0,0,0,-47.83,-2.55,0,-72.35,-18.5,0,-9.99,0,-38,0,0,-28.95,0,0,0,0,0,-71.65,-217.47,-537.939999999998,0
11/09/2023,0,200,0,0,-16.43,0,0,0,-79.45,0,0,0,-92.3,0,0,0,-26.66,0,0,0,0,-276.5,-464.68,-829.279999999998,0
18/09/2023,0,149,0,0,-67.33,0,-240,0,-118.55,0,0,0,-15.35,0,0,-22.4,0,0,0,0,0,0,-348.93,-1269.21,125.3
25/09/2023,0,0,0,3001.11,-50.45,-3.38,0,0,-32.58,0,0,0,-11.9,0,0,0,0,0,0,0,0,-54,-152.31,1579.59,0
02/10/2023,0,62.5,0,0,-80,-2.55,0,0,-55.75,0,-5.99,0,-53.11,0,0,0,0,0,0,0,0,-388.5,-585.9,1056.19,0
09/10/2023,0,0,0,0,-68.6,-49,0,-150,0,0,0,-7.99,-19.9,-184,0,-20.33,0,-500,0,0,0,-23,-188.82,33.3700000000029,0
16/10/2023,0,0,0,0,-52.73,0,0,0,-21.6,0,0,0,-25.99,0,0,-5.5,-65.13,0,0,0,0,-226.25,-332.07,-363.829999999997,0
23/10/2023,0,0,0,0,-53.76,0,0,0,-33.8,0,0,0,-19.36,0,0,-29.85,-18,0,0,0,0,-155.4,-292.17,-673.999999999997,0
30/10/2023,0,0,0,2854.44,-69.75,-3.36,-1150,0,-144.5,0,0,0,-14.55,-48,0,0,-76.66,0,0,0,0,-36.05,-268.21,637.570000000003,0
06/11/2023,0,0,0,0,-49.43,-22.81,0,0,-16,-24.26,0,-20,-3.7,-30,0,-12.8,-18,0,0,0,0,-64.25,-213.25,376.320000000003,0
13/11/2023,0,0,0,0,-61.22,-6.96,0,0,-17.1,0,0,-77.2,-26.15,0,0,-15,-18,0,0,0,0,-78.97,-282.6,75.7200000000031,0
20/11/2023,0,0,0,0,-30.71,0,0,0,-19.6,0,0,0,-78.03,0,0,0,-18,0,0,0,0,-193.25,-321.59,-263.869999999997,0
27/11/2023,0,0,0,2854.43,-49.2,-11,-1150,-110,-30,0,0,0,-11.6,0,0,-21.45,-63,-1141.772,0,0,0,-76.97,-200.22,-74.431999999997,0
04/12/2023,0,0,0,0,-48.44,-24.79,0,0,-3.5,0,0,0,-12,0,0,0,-18,0,0,0,0,-5.5,-94.23,-186.661999999997,0
11/12/2023,0,0,0,0,-59.77,-9.02,0,0,-5.25,0,-5.99,-60.33,-7.2,0,0,-13.8,-18,0,0,0,0,-4.5,-165.86,-370.521999999997,0
18/12/2023,0,0,0,0,-90.75,-13.5,0,0,-9.8,0,0,0,-50,0,0,-11.4,-18,0,0,0,0,-370.35,-545.8,-934.321999999997,0
25/12/2023,0,0,0,3081.19,-43.5,0,-1150,-110,-16.2,0,0,0,-13.4,0,0,-19.2,-79.5,0,0,0,0,-48.21,-140.51,666.858000000003,0
01/01/2024,0,0,0,0,-65.31,-3.78,0,0,-12.4,0,0,0,-47.4,-10,0,-6,-18,0,0,0,0,0,-134.89,503.968000000003,0
08/01/2024,0,0,0,0,-35.29,-1.17,0,0,-855.25,0,0,0,0,0,-50.6,0,-18,0,0,0,0,-10.6,-952.91,-466.941999999997,0
15/01/2024,0,0,0,0,-55.95,-35.8,0,0,-11.6,0,0,0,-144.5,0,0,0,-18,0,0,0,0,-7,-254.85,-739.791999999997,0
22/01/2024,0,0,0,0,-47.74,-7,0,0,-128.75,0,-19.95,0,-6.64,0,0,0,-18,0,0,0,0,-505.5,-715.58,-1473.372,0
29/01/2024,0,0,0,2944.7,-30.38,-11,-1150,-110,-13.35,0,0,0,-52.68,0,0,0,-91.21,0,0,0,0,-19.3,-126.71,-6.59199999999692,0
05/02/2024,0,0,0,0,-9,-5.5,0,0,-56.79,0,-5.99,0,0,0,0,0,-18,-250,0,0,0,-4.75,-82.03,-356.621999999997,0
12/02/2024,0,0,0,0,-77.74,-38,0,0,-12.6,0,0,-9.28,-25.75,-30,0,-5.5,-18,0,0,0,0,-64.23,-233.1,-637.721999999997,0
19/02/2024,0,0,0,0,-48.25,-12,0,0,-19,0,0,-69.89,-20.9,0,0,-56.48,0,0,0,0,0,0,-226.52,-864.241999999997,0
26/02/2024,0,0,0,4611.92,-45.5,-17,-1150,-110,-64.5,0,-5.99,-40,-16.29,0,0,-13.3,-110.89,0,0,0,-34.99,-56.48,-259.06,2082.738,0
04/03/2024,0,0,0,0,-47.93,-3.88,0,0,-7,0,0,-117.23,0,0,0,0,-18,0,0,0,0,-1075.95,-1251.99,812.748000000003,0
11/03/2024,0,0,0,0,-29.81,-9.48,0,0,-16,0,-5.99,0,-113.29,0,0,0,-18,0,0,0,0,-26,-200.57,594.178000000003,0
18/03/2024,0,0,0,0,-58.7,-6,0,0,-116.15,0,-5.99,0,-12,0,0,-23.55,-18,-500,0,0,0,0,-222.39,-146.211999999997,0
25/03/2024,0,0,0,3083.36,-15.74,-14.18,-1150,0,-98.95,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,-153.37,1633.778,0
01/04/2024,0,0,0,0,-67.96,-7.79,0,0,-165.1,0,0,0,-6.99,0,0,-30.6,-113.16,0,0,0,-34.99,-29.98,-308.42,1177.208,0
08/04/2024,0,0,0,0,-60.6,-6,0,0,-33.9,0,0,-11.99,0,0,0,0,-18,0,0,0,0,0,-112.49,1046.718,0
15/04/2024,0,0,0,0,-46.55,-21.86,0,0,-10.25,0,0,0,-11.55,0,0,0,-18,0,0,0,0,0,-90.21,938.508000000003,0
22/04/2024,0,0,0,0,-36.65,-15.28,0,0,-1.75,0,0,-53,-11.05,0,0,0,0,-200,0,0,0,-89.15,-206.88,531.628000000001,0
29/04/2024,0,0,0,3284.9,-11.12,-13.25,-1150,-78,-86.8,0,0,0,-9.6,0,0,0,-108.73,0,0,0,-34.99,-49.53,-170.3,2274.508,0
06/05/2024,0,0,0,0,-60.2,-7.49,0,0,-5.4,0,0,0,-41.23,0,0,-44.35,-18,-200,0,0,0,0,-158.67,1897.838,0
13/05/2024,0,0,0,0,-36.23,-10.8,0,0,-243.52,0,-5.99,0,-13.04,-31.95,0,-27.75,0,0,0,0,0,-150,-487.33,1378.558,0
20/05/2024,0,0,0,0,-50.51,-6,0,0,-8.9,0,0,0,-23.89,0,0,-11,-18,0,0,0,0,-7.7,-108,1252.558,0
27/05/2024,0,0,0,3245.78,-65.49,-6.18,-1150,-78,-7.35,0,-5.99,0,-11.5,0,0,0,-83.53,0,0,0,-34.99,-115.72,-212.23,2939.588,0
03/06/2024,0,0,0,0,-45.22,-30.35,0,0,-115,0,0,0,-179,-51.5,0,0,-18,-500,0,0,0,0,-369.57,2000.518,0
10/06/2024,0,0,0,0,-39.05,-13,0,0,-8.75,-16.99,0,0,0,0,0,0,-18,0,0,0,0,-177.34,-255.13,1727.388,0
17/06/2024,0,0,0,0,-35,-11,0,0,-681,0,0,0,-62,0,0,0,0,0,0,0,0,-62.48,-851.48,875.908000000002,0
24/06/2024,0,0,0,5817.57,-30.38,0,-1150,-78,-20.2,0,-5.99,0,-18.75,-21,0,-80.3,0,0,0,0,0,0,-451.83,4992.648,296.21
01/07/2024,0,0,0,0,-45.4,-3.56,0,0,-71.52,0,-29.96,-65,-79,-28,0,-45.55,-110.5,-500,0,0,-34.99,-29.98,-369.97,3949.188,0
08/07/2024,0,0,0,0,0,0,0,0,-425,0,0,-13.99,0,0,0,0,0,0,0,0,0,0,-438.99,3510.198,0
15/07/2024,0,0,0,0,-71.13,-12.89,0,0,-19.95,0,0,0,0,0,0,0,0,0,0,0,0,-15,-6.59999999999999,3503.598,-112.37
22/07/2024,0,0,0,0,-47.75,-5.5,0,0,-3.5,0,0,0,-36.4,0,0,0,-18,0,0,0,0,-422.19,-515.34,2970.258,0
29/07/2024,0,0,0,3406.27,-39.95,-49.5,-1150,-78,-5.25,0,0,0,-17.6,0,0,-46.9,-111.53,-500,0,0,-43.99,-140.98,-300.18,4192.828,0
05/08/2024,0,90,0,0,-51.6,-8.75,0,0,-22.79,0,0,0,-16.99,0,0,0,-18,-500,0,0,-20,-6.5,-106.63,3638.198,0
12/08/2024,0,0,0,0,-60.83,-13.7,0,0,-37.95,0,-5.99,0,-91.59,0,0,-12.8,0,0,0,0,-10,0,-222.86,3405.338,0
19/08/2024,0,0,0,0,-40,-12.5,0,0,-17.2,0,0,0,-107.94,0,0,-50.83,-18,0,0,0,-10,-55,-1174.68,2202.658,891.21
26/08/2024,0,0,0,3269.57,-49,-24,-1150,-78,-12.6,0,-5.49,0,-76.8,0,0,-42.9,-98.28,0,0,0,-44.99,-38.38,-249.17,3851.788,0
02/09/2024,0,0,0,0,-60.95,-9,0,0,-9.8,0,0,0,-14.15,0,0,0,-18,-500,0,0,0,-118.9,-212.8,3120.988,0
09/09/2024,0,0,0,0,-58.7,-6,0,0,-15.1,0,0,0,0,0,0,-20,-18,0,0,0,0,-426.24,-526.04,2576.948,0
16/09/2024,0,0,0,0,-48.54,-14.03,0,0,-8.75,0,0,-49.99,-14.2,0,0,0,-18,0,0,0,-30,-12.5,-148.01,2380.938,0
23/09/2024,0,0,0,0,-10.13,-6,0,0,-12.6,0,0,0,-39.6,-44.5,0,-21.4,0,0,0,0,-93.5,0,-89.73,2153.208,0
30/09/2024,0,0,0,3269.57,-38,0,-1150,-78,-453.8,0,0,0,-15.39,0,0,0,-114.48,0,0,0,-34.99,-43.48,-550.67,3494.638,0
07/10/2024,0,0,0,0,-77.6,-5.5,0,0,-11.55,0,0,0,-12.15,0,0,-24.4,-18,-500,0,0,0,-10.5,-141.7,2834.938,0
14/10/2024,0,0,0,0,-86.8,-10,0,0,-66,0,0,0,-21.65,0,0,-16.2,-18,0,0,0,0,-30,-230.65,2586.288,0
21/10/2024,0,0,0,0,-15.65,-10.75,0,0,-135,0,0,-45,-24.9,0,0,-30.78,-18,0,0,0,0,-13.5,-275.58,2292.708,0
28/10/2024,0,0,0,3691.68,-50.05,0,-1150,-78,-3.5,-28.36,0,0,-15.9,0,0,-19.2,-129.53,0,0,0,-34.99,-53.36,-275.93,4315.938,105.56
04/11/2024,0,0,0,0,-64.9,0,0,0,-39.4,0,0,-17.99,-241.25,0,0,-23.4,-18,-500,0,0,0,-44.58,-431.52,3366.418,0
11/11/2024,0,0,0,0,-13.1,-21.5,0,0,-30,0,0,0,-81.15,0,0,-18.6,-18,0,0,0,0,0,-164.35,3184.068,0
18/11/2024,0,0,0,0,-94.45,-10.25,0,0,-40.5,-23.55,0,0,-13.5,-33.45,0,0,-18,0,0,0,0,-36.67,-218.92,2913.698,0
25/11/2024,0,0,0,3269.57,-62.06,-20.6,-1150,-78,-619.9,0,0,0,0,0,0,-19.4,-135.53,-500,0,0,-44.99,-131.97,-853.93,3420.818,0
02/12/2024,0,0,0,0,-46.17,-15.05,0,0,-96,0,-7.99,0,0,0,0,-38.18,-18,-500,0,0,0,-73.97,-277.36,2625.458,0
09/12/2024,0,0,0,0,-63.34,-23.8,0,0,-7.35,0,0,0,-7.4,0,-32.15,-30,-18,0,0,0,0,-29.53,-193.57,2413.888,0
16/12/2024,0,0,0,0,-87.98,-9.69,0,0,-7,0,-2.99,0,-28.3,-18.95,0,-18.8,-18,-250,0,0,-75,-144.48,-545.16,1506.778,245.92
23/12/2024,0,0,0,0,-22.8,0,-1150,-78,-81.9,0,-10.99,-25.42,-103.54,0,0,0,0,0,0,0,-10,-95.99,-340.64,-71.8619999999994,0
30/12/2024,0,0,0,3391.25,-74.21,0,0,0,-20,0,0,-6.7,-47.5,0,0,-55,-97.53,-500,0,0,-34.99,-383.94,-587.35,2099.518,0
06/01/2025,0,0,0,0,-57.88,-4.25,0,0,-10.85,0,-3.99,0,-3.8,0,0,-32,-18,0,0,0,-10,0,-112.77,1958.748,0
13/01/2025,0,0,0,0,-61.35,-11.8,0,0,-10.85,0,0,0,-4.1,0,0,-38.44,-18,0,0,0,-10,-115.96,-242.5,1688.248,0
20/01/2025,0,0,0,0,-75.97,-22.63,0,0,-18.75,0,0,-29.99,-114.81,0,0,0,-18,0,0,0,0,-46.29,-308.44,1361.808,0
27/01/2025,0,0,0,3669.11,-48.07,0,-1150,-78,-9.8,0,0,0,-11.75,0,0,-29.5,-120.29,0,0,0,-44.99,-43.98,-143.1,3494.538,0
03/02/2025,0,0,0,0,-74.97,0,0,0,-5.25,0,-5.71,0,-17.51,-89.99,0,-24.74,-18,-750,0,0,-10,-19.68,-147.86,2478.688,0
10/02/2025,0,0,0,0,-50.18,-5.2,0,0,-21.7,0,0,0,-65.99,0,0,-40.4,-18,0,0,0,-10,-38.49,-221.96,2228.728,0
17/02/2025,0,0,0,0,-66,0,0,0,-23.45,0,0,0,-13,0,0,-29.5,-18,0,0,0,0,-35.75,-598.75,1611.978,431.05
24/02/2025,0,0,0,3269.17,-58.6,0,-1150,-78,-29.35,0,-10.02,0,-26.65,-30,-57,-41.95,-105.32,0,0,0,-94.83,-81.98,-305.55,3117.448,0
03/03/2025,0,0,0,0,-51.3,0,0,0,-26.7,-29.73,0,-4.99,-55.32,0,0,-37.2,-18,-500,0,0,-14,0,-205.24,2380.208,0
10/03/2025,0,0,0,0,-95.26,-10.5,0,0,-18.55,0,0,-112,-67.38,0,0,-6.5,-18,0,0,0,0,-14,-178.68,2183.528,-145.51
17/03/2025,0,109.45,0,0,-70.19,-29.75,0,0,-239.3,0,0,0,-8.3,0,0,0,-18,0,0,0,0,0,-347.54,1927.438,0
24/03/2025,0,0,0,0,-53.62,-10.4,-1150,-82,-144.85,0,0,0,-32.94,0,0,-29.65,-18,0,0,0,-10,-6.99,-278.45,388.988000000001,0
31/03/2025,0,0,0,3269.57,-31.72,-6.7,0,0,-690.3,0,0,-116,0,0,0,-12.5,-111.04,-250,0,0,-34.99,-53.98,-911.2,2351.328,0
07/04/2025,0,388,0,0,-87.75,-10.5,0,0,-56.25,0,0,0,-10.95,0,0,-16.85,0,-500,0,0,0,-65,-247.3,1992.028,0
14/04/2025,0,0,0,0,-64.92,-3.75,0,0,-677.1,0,0,0,-11.7,0,0,-82.35,-18,0,0,0,0,-74.9,-914.72,1059.308,0
21/04/2025,0,0,0,0,-68.45,-11.5,0,0,-17,0,0,0,-8.5,0,0,-22.6,-18,0,0,0,-10,0,-793.05,238.258000000001,665
28/04/2025,0,0,0,3278.58,-73.95,-12.68,-1150,-82,-32.25,0,0,0,-12,0,-26.8,-64.7,-139.18,-500,0,0,-34.99,-92.98,-315.36,1295.308,0
05/05/2025,0,0,0,0,-61.58,-19.4,-323.15,0,-3.5,0,0,-5.3,0,-40,0,-30.9,-18,0,0,0,0,-22.5,-143.18,770.978000000001,0
12/05/2025,0,0,0,0,-55.69,-15.9,0,0,-28.95,0,0,0,-6.15,0,0,-46.7,-18,0,0,0,0,-20,-73.39,679.588000000001,-100
19/05/2025,0,0,0,0,-88.8,-13.5,-2542.5,0,-25.25,0,0,0,-61.96,-31,0,-20,0,0,0,0,0,-125,-334.51,-2228.422,0
26/05/2025,0,0,0,3415.66,-55.93,-12.35,0,0,-70.09,0,0,0,-7.35,-243,-66.24,-14.3,-87.5,-500,0,0,-45,-94.87,-321.13,-9.39199999999892,0
02/06/2025,0,0,0,0,-1.58,-10.67,0,0,-391.27,0,0,0,0,-21.84,0,0,-69.66,0,0,0,0,-58.97,-462.49,-563.381999999999,0
09/06/2025,0,0,0,0,-61.18,0,0,0,-83,0,0,0,-43.5,0,0,0,-33.38,0,0,0,-54.11,0,-406.24,-1057.112,218.56
16/06/2025,0,1482.5,0,0,-92.57,0,0,0,-137.44,0,0,-21,0,0,0,0,0,0,0,0,0,-232.58,-483.59,-58.201999999999,0
23/06/2025,0,0,0,0,-36.45,-7.99,-1250,0,-24.69,0,0,0,-64.48,0,0,0,-46.25,0,0,0,0,0,-250.08,-1604.532,116.47
30/06/2025,0,0,0,6617.44,-26.87,-18.17,0,0,-325.9,0,0,0,-4.1,0,0,0,-84.21,-1000,0,0,-34.99,-49.55,-424.59,3469.118,0
07/07/2025,0,0,0,0,-52.38,-44.89,0,0,-7.5,0,0,-16,-18.2,0,0,0,0,-1100,0,0,0,-106.5,-245.47,2123.648,0
14/07/2025,0,0,0,0,-111.72,-14.25,0,0,-15,0,0,-84.99,-19.3,-30,0,-42.1,-37,0,0,0,0,0,-330.14,1726.508,42.78
21/07/2025,0,0,0,0,-75.65,-12.25,-1250,-120,-84.6,0,0,0,-151.41,0,0,-29.6,-189.5,0,0,0,0,0,-353.51,-186.502,0
28/07/2025,0,0,-72.2,3572.69,-64.16,-17.19,0,0,-17.3,0,0,0,0,0,0,-38.9,-34,0,-400.48,0,-34.99,-69.95,-247.5,2597.018,40
04/08/2025,0,0,-14,0,-87.56,-3.5,0,0,-10.5,0,0,0,-41.79,-55,0,0,0,-1000,0,0,0,-105,-248.35,1279.668,0
11/08/2025,0,0,0,0,-62.13,-3.6,0,0,-120.59,0,-10.3,0,0,0,0,29.2,0,0,0,0,0,0,-167.42,1112.248,0
18/08/2025,0,0,46.15,0,-37.29,-24.85,-1250,-120,-65.4,0,0,0,-82.7,0,0,-70.14,0,0,0,0,-81,0,-280.38,-572.982,0
25/08/2025,0,56.45,-8.13,3572.68,-138.71,0,0,0,-15.9,0,0,0,-44.65,0,0,-18.65,-61.71,0,0,0,0,0,-217.91,2768.398,0
01/09/2025,0,0,-29.47,0,-15.55,0,0,0,-532.6,0,0,0,0,0,0,-31,-34,-1000,0,0,-127.49,-639.16,-1218.31,359.128,0
08/09/2025,0,0,0,0,-118.18,0,0,0,-21.6,-28.25,0,0,-3.8,0,0,0,0,0,0,0,0,-293.66,-465.49,-106.362,0
15/09/2025,0,0,7.32,0,-26.5,-2.49,-1250,-120,-171.3,0,0,0,-11.6,0,-47.25,-82.19,0,0,0,0,0,0,-509.06,-1978.102,167.73
22/09/2025,0,0,0,0,-99.15,-5.78,0,0,-21,0,0,0,0,0,0,-19.2,-47.37,0,0,0,0,-10,-155.13,-2180.602,0
29/09/2025,0,0,10.4,3601.2,-104.64,-3.5,0,0,-17.6,0,0,0,-38.92,0,0,-13.3,-34,0,-250.7,0,0,-44.97,-222.93,923.368,0
